0,0
0.005,0
0.01,0
0.015,0
0.02,0
0.025,0
0.03,0
0.035,0
0.04,0
0.045,0
0.05,0
0.055,0
0.06,0
0.065,0
0.07,0
0.075,0
0.08,0
0.085,0
0.09,0
0.095,0
0.1,0
0.105,0
0.11,0
0.115,0
0.12,0
0.125,0
0.13,0
0.135,0
0.14,0
0.145,0
0.15,0
0.155,0
0.16,0
0.165,0
0.17,0
0.175,0
0.18,0
0.185,0
0.19,0
0.195,0
0.2,0
0.205,0
0.21,0
0.215,0
0.22,0
0.225,0
0.23,0
0.235,0
0.24,0
0.245,0
0.25,0
0.255,0
0.26,0
0.265,0
0.27,0
0.275,0
0.28,0
0.285,0
0.29,0
0.295,0
0.3,0
0.305,0
0.31,0
0.315,0
0.32,0
0.325,0
0.33,0
0.335,0
0.34,0
0.345,0
0.35,0
0.355,0
0.36,0
0.365,0
0.37,0
0.375,0
0.38,0
0.385,0
0.39,0
0.395,0
0.4,0
0.405,0
0.41,0
0.415,0
0.42,0
0.425,0
0.43,0
0.435,0
0.44,0
0.445,0
0.45,0
0.455,0
0.46,0
0.465,0
0.47,0
0.475,0
0.48,0
0.485,0
0.49,0
0.495,0
0.5,0
0.505,0.06279052
0.51,0.125333234
0.515,0.187381315
0.52,0.248689887
0.525,0.309016994
0.53,0.368124553
0.535,0.425779292
0.54,0.481753674
0.545,0.535826795
0.55,0.587785252
0.555,0.63742399
0.56,0.684547106
0.565,0.728968627
0.57,0.770513243
0.575,0.809016994
0.58,0.844327926
0.585,0.87630668
0.59,0.904827052
0.595,0.929776486
0.6,0.951056516
0.605,0.968583161
0.61,0.982287251
0.615,0.992114701
0.62,0.998026728
0.625,1
0.63,0.998026728
0.635,0.992114701
0.64,0.982287251
0.645,0.968583161
0.65,0.951056516
0.655,0.929776486
0.66,0.904827052
0.665,0.87630668
0.67,0.844327926
0.675,0.809016994
0.68,0.770513243
0.685,0.728968627
0.69,0.684547106
0.695,0.63742399
0.7,0.587785252
0.705,0.535826795
0.71,0.481753674
0.715,0.425779292
0.72,0.368124553
0.725,0.309016994
0.73,0.248689887
0.735,0.187381315
0.74,0.125333234
0.745,0.06279052
0.75,-1.20975E-15
0.755,-0.06279052
0.76,-0.125333234
0.765,-0.187381315
0.77,-0.248689887
0.775,-0.309016994
0.78,-0.368124553
0.785,-0.425779292
0.79,-0.481753674
0.795,-0.535826795
0.8,-0.587785252
0.805,-0.63742399
0.81,-0.684547106
0.815,-0.728968627
0.82,-0.770513243
0.825,-0.809016994
0.83,-0.844327926
0.835,-0.87630668
0.84,-0.904827052
0.845,-0.929776486
0.85,-0.951056516
0.855,-0.968583161
0.86,-0.982287251
0.865,-0.992114701
0.87,-0.998026728
0.875,-1
0.88,-0.998026728
0.885,-0.992114701
0.89,-0.982287251
0.895,-0.968583161
0.9,-0.951056516
0.905,-0.929776486
0.91,-0.904827052
0.915,-0.87630668
0.92,-0.844327926
0.925,-0.809016994
0.93,-0.770513243
0.935,-0.728968627
0.94,-0.684547106
0.945,-0.63742399
0.95,-0.587785252
0.955,-0.535826795
0.96,-0.481753674
0.965,-0.425779292
0.97,-0.368124553
0.975,-0.309016994
0.98,-0.248689887
0.985,-0.187381315
0.99,-0.125333234
0.995,-0.06279052
1,4.19586E-15
1.005,0.06279052
1.01,0.125333234
1.015,0.187381315
1.02,0.248689887
1.025,0.309016994
1.03,0.368124553
1.035,0.425779292
1.04,0.481753674
1.045,0.535826795
1.05,0.587785252
1.055,0.63742399
1.06,0.684547106
1.065,0.728968627
1.07,0.770513243
1.075,0.809016994
1.08,0.844327926
1.085,0.87630668
1.09,0.904827052
1.095,0.929776486
1.1,0.951056516
1.105,0.968583161
1.11,0.982287251
1.115,0.992114701
1.12,0.998026728
1.125,1
1.13,0.998026728
1.135,0.992114701
1.14,0.982287251
1.145,0.968583161
1.15,0.951056516
1.155,0.929776486
1.16,0.904827052
1.165,0.87630668
1.17,0.844327926
1.175,0.809016994
1.18,0.770513243
1.185,0.728968627
1.19,0.684547106
1.195,0.63742399
1.2,0.587785252
1.205,0.535826795
1.21,0.481753674
1.215,0.425779292
1.22,0.368124553
1.225,0.309016994
1.23,0.248689887
1.235,0.187381315
1.24,0.125333234
1.245,0.06279052
1.25,-6.73788E-15
1.255,-0.06279052
1.26,-0.125333234
1.265,-0.187381315
1.27,-0.248689887
1.275,-0.309016994
1.28,-0.368124553
1.285,-0.425779292
1.29,-0.481753674
1.295,-0.535826795
1.3,-0.587785252
1.305,-0.63742399
1.31,-0.684547106
1.315,-0.728968627
1.32,-0.770513243
1.325,-0.809016994
1.33,-0.844327926
1.335,-0.87630668
1.34,-0.904827052
1.345,-0.929776486
1.35,-0.951056516
1.355,-0.968583161
1.36,-0.982287251
1.365,-0.992114701
1.37,-0.998026728
1.375,-1
1.38,-0.998026728
1.385,-0.992114701
1.39,-0.982287251
1.395,-0.968583161
1.4,-0.951056516
1.405,-0.929776486
1.41,-0.904827052
1.415,-0.87630668
1.42,-0.844327926
1.425,-0.809016994
1.43,-0.770513243
1.435,-0.728968627
1.44,-0.684547106
1.445,-0.63742399
1.45,-0.587785252
1.455,-0.535826795
1.46,-0.481753674
1.465,-0.425779292
1.47,-0.368124553
1.475,-0.309016994
1.48,-0.248689887
1.485,-0.187381315
1.49,-0.125333234
1.495,-0.06279052
1.5,8.39172E-15
1.505,0.06279052
